,whale_vessel_distance,latitude,longitude,site_,date,weekday,time,focal_follow_,ff_cont,species,behaviour,calf_present,ecotour_presence,vessel_type,whale_mentioned_on_radio,vessel_speed,vessel_id,time_with_whale,median_vessels,time_ff,regulation_distance,dist_from_reg
121,226.97,50.5729105,-126.7051835,Orca Lab,2023-07-26,Weekday,11:48,3,58,Humpback,Foraging,no,1,Rec. Fishing,no,Idle,1,38,1,38,100,126.97
654,753.98,50.5730078,-126.7050691,Orca Lab,2023-07-26,Weekday,11:54,4,59,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,5,1,5,100,653.98
402,508.81,50.5730798,-126.7051131,Orca Lab,2023-07-26,Weekday,11:57,4,59,Humpback,Travel,no,0,Rec. Fishing,no,Idle,2,5,1,5,100,408.81
5,0,50.5730301,-126.7050273,Orca Lab,2023-07-26,Weekday,12:46,5,60,Humpback,Resting,no,0,Rec. Fishing,no,Idle,2,6,4,16,100,-100
6,0,50.5730301,-126.7050273,Orca Lab,2023-07-26,Weekday,12:46,5,60,Humpback,Resting,no,0,Rec. Fishing,no,Idle,2,5,1.5,25,100,-100
135,241.41,50.5730301,-126.7050273,Orca Lab,2023-07-26,Weekday,12:48,5,60,Humpback,Resting,no,0,Rec. Fishing,no,Idle,1,25,1.5,25,100,141.41
1,0,50.5730301,-126.7050273,Orca Lab,2023-07-26,Weekday,12:51,5,60,Humpback,Resting,no,0,Rec. Fishing,no,Idle,2,6,4,16,100,-100
2,0,50.5730301,-126.7050273,Orca Lab,2023-07-26,Weekday,12:51,5,60,Humpback,Resting,no,0,Rec. Fishing,no,Idle,2,5,1.5,25,100,-100
342,445.07,50.5730301,-126.7050273,Orca Lab,2023-07-26,Weekday,12:55,5,60,Humpback,Resting,no,0,Rec. Non-Fishing,no,Idle,3,4,1.5,25,100,345.07
585,675.89,50.5730301,-126.7050273,Orca Lab,2023-07-26,Weekday,12:55,5,60,Humpback,Resting,no,0,Rec. Fishing,no,Slow/Med.,3,2,1.5,25,100,575.89
242,344.44,50.5730127,-126.7049913,Orca Lab,2023-07-26,Weekday,14:11,6,61,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,2,2,1,2,100,244.44
732,849.58,50.5730527,-126.7050622,Orca Lab,2023-07-26,Weekday,15:45,7,62,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,2,2,2,2,100,749.58
758,885.04,50.5728779,-126.7052033,Orca Lab,2023-07-26,Weekday,15:45,7,62,Humpback,Resting,no,0,Rec. Non-Fishing,no,Idle,1,2,2,2,100,785.04
829,963.18,50.5729898,-126.7051684,Orca Lab,2023-07-26,Weekday,16:47,8,63,Humpback,Travel,no,0,Rec. Non-Fishing,no,Idle,5,2,1,9,100,863.18
178,277.09,50.5729898,-126.7051684,Orca Lab,2023-07-26,Weekday,16:56,8,63,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,6,2,1,9,100,177.09
610,707.74,50.5729898,-126.7051684,Orca Lab,2023-07-26,Weekday,17:10,9,64,Humpback,Surface Activity,no,1,Ecotour,no,Slow/Med.,2,4,1,14,100,607.74
478,567.06,50.5729898,-126.7051684,Orca Lab,2023-07-26,Weekday,17:12,9,64,Humpback,Surface Activity,no,1,Rec. Fishing,no,Slow/Med.,3,12,1,14,100,467.06
34,119.08,50.5729898,-126.7051684,Orca Lab,2023-07-26,Weekday,17:14,9,64,Humpback,Travel,no,1,Ecotour,no,Idle,1,14,1,14,100,19.08
124,229.49,50.5730721,-126.7049979,Orca Lab,2023-07-26,Weekday,17:34,10,65,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,1,2,1,2,100,129.49
241,344.3,50.5729919,-126.705097,Orca Lab,2023-07-27,Weekday,9:47,2,66,Humpback,Resting,no,1,Ecotour,yes,Idle,2,2,1,10,100,244.3
833,969.89,50.5729919,-126.705097,Orca Lab,2023-07-27,Weekday,9:57,2,66,Humpback,Resting,no,1,Rec. Non-Fishing,yes,Slow/Med.,3,2,1,10,100,869.89
79,177.38,50.5730387,-126.7049091,Orca Lab,2023-07-27,Weekday,10:18,3,67,Humpback,Foraging,no,1,Ecotour,yes,Idle,1,2,3,26,100,77.38
228,328.05,50.5730387,-126.7049091,Orca Lab,2023-07-27,Weekday,10:30,3,67,Humpback,Foraging,no,1,Ecotour,yes,Slow/Med.,2,14,3,26,100,228.05
601,696.57,50.5730242,-126.7050778,Orca Lab,2023-07-27,Weekday,10:30,3,67,Humpback,Foraging,no,1,Rec. Non-Fishing,yes,Slow/Med.,3,2,3,26,100,596.57
727,840.78,50.5730242,-126.7050778,Orca Lab,2023-07-27,Weekday,10:30,3,67,Humpback,Foraging,no,1,Rec. Non-Fishing,yes,Slow/Med.,4,2,3,26,100,740.78
515,608.6,50.5730125,-126.7050641,Orca Lab,2023-07-27,Weekday,11:16,5,68,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,1,2,3,2,100,508.6
778,907.8,50.5728935,-126.7050632,Orca Lab,2023-07-27,Weekday,11:16,5,68,Humpback,Resting,no,0,Rec. Fishing,no,Idle,2,2,3,2,100,807.8
841,979.6,50.5730542,-126.705034,Orca Lab,2023-07-27,Weekday,11:16,5,68,Humpback,Resting,no,0,Rec. Fishing,no,Fast,3,2,3,2,100,879.6
377,484.38,50.5730922,-126.7050277,Orca Lab,2023-07-27,Weekday,12:41,6,69,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,3,2,1,2,100,384.38
821,957.21,50.5729255,-126.7050196,Orca Lab,2023-07-27,Weekday,15:18,7,70,Humpback,Travel,no,1,Rec. Non-Fishing,no,Slow/Med.,2,2,2,28,100,857.21
69,162.73,50.573055,-126.705042,Orca Lab,2023-07-27,Weekday,15:46,7,70,Humpback,Travel,no,1,Ecotour,no,Idle,3,9,2,28,100,62.73
375,483.92,50.573055,-126.705042,Orca Lab,2023-07-27,Weekday,15:46,7,70,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,4,2,2,28,100,383.92
455,552.21,50.5730538,-126.7049886,Orca Lab,2023-07-27,Weekday,17:50,10,71,Humpback,Foraging,no,0,Commercial,no,Fast,3,2,1,2,100,452.21
787,919.9,50.5730267,-126.7050506,Orca Lab,2023-07-28,Weekday,8:32,1,72,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,1,2,1,23,100,819.9
17,68.1,50.5730015,-126.7050741,Orca Lab,2023-07-28,Weekday,8:48,1,72,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,3,14,1,23,100,-31.9
354,456.41,50.5730673,-126.7050581,Orca Lab,2023-07-28,Weekday,9:41,3,73,Humpback,Foraging,no,0,Commercial,no,Slow/Med.,1,2,1,2,100,356.41
595,687.78,50.5730102,-126.7051896,Orca Lab,2023-07-28,Weekday,12:15,5,74,Humpback,Resting,no,1,Ecotour,no,Slow/Med.,1,5,1,5,100,587.78
546,637.21,50.5730243,-126.7050282,Orca Lab,2023-07-28,Weekday,12:20,5,74,Humpback,Foraging,no,1,Commercial,no,Slow/Med.,2,5,1,5,100,537.21
534,624.07,50.573018,-126.7051142,Orca Lab,2023-07-28,Weekday,14:43,6,75,Humpback,Travel,no,0,Commercial,no,Idle,1,12,5,12,100,524.07
120,226.15,50.5896208,-126.7623762,Double Bay,2023-08-04,Weekday,13:47,1,76,Humpback,Travel,no,1,Rec. Non-Fishing,no,Slow/Med.,1,9,2,9,100,126.15
404,509.1,50.5896208,-126.7623762,Double Bay,2023-08-04,Weekday,13:47,1,76,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,4,2,2,9,100,409.1
551,642.29,50.5896208,-126.7623762,Double Bay,2023-08-04,Weekday,13:50,1,76,Humpback,Travel,no,1,Rec. Fishing,no,Slow/Med.,2,3,2,9,100,542.29
604,698.86,50.5896208,-126.7623762,Double Bay,2023-08-04,Weekday,13:50,1,76,Humpback,Travel,no,1,Rec. Fishing,no,Fast,5,2,2,9,100,598.86
793,924.46,50.5896208,-126.7623762,Double Bay,2023-08-04,Weekday,13:50,1,76,Humpback,Travel,no,1,Rec. Non-Fishing,no,Fast,6,2,2,9,100,824.46
282,379.8,50.589672,-126.762459,Double Bay,2023-08-05,Weekend,16:13,1,76,Humpback,Travel,no,1,Rec. Fishing,no,Idle,1,2,2,2,100,279.8
256,352.41,50.5894998,-126.7624215,Double Bay,2023-08-07,Weekday,14:41,1,76,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,3,2,2,6,100,252.41
819,955.18,50.5897955,-126.7624952,Double Bay,2023-08-07,Weekday,14:41,1,76,Humpback,Travel,no,1,Rec. Fishing,no,Idle,1,6,2,6,100,855.18
8,16,50.5895202,-126.7624243,Double Bay,2023-08-07,Weekday,14:47,1,76,Humpback,Resting,no,1,Rec. Fishing,no,Idle,1,6,2,6,100,-84
9,16,50.5894998,-126.7624215,Double Bay,2023-08-07,Weekday,14:47,1,76,Humpback,Resting,no,1,Ecotour,no,Idle,2,6,2,6,100,-84
243,347.06,50.5897076,-126.7624803,Double Bay,2023-08-07,Weekday,15:20,2,77,Humpback,Foraging,no,0,Rec. Non-Fishing,no,Idle,1,2,2,2,100,247.06
812,940.54,50.5896722,-126.7624883,Double Bay,2023-08-07,Weekday,15:20,2,77,Humpback,Foraging,no,0,Commercial,no,Idle,2,2,2,2,100,840.54
454,551.31,50.5896938,-126.7624763,Double Bay,2023-08-09,Weekday,9:48,2,77,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,2,2,2,100,451.31
847,989.89,50.5896938,-126.7624763,Double Bay,2023-08-09,Weekday,9:48,2,77,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,2,2,2,2,100,889.89
512,606.1,50.589617,-126.7624509,Double Bay,2023-08-09,Weekday,12:34,3,78,Humpback,Travel,no,0,Rec. Fishing,no,Idle,4,4,3,11,100,506.1
533,622,50.589617,-126.7624509,Double Bay,2023-08-09,Weekday,12:34,3,78,Humpback,Travel,no,0,Rec. Fishing,no,Idle,3,4,3,11,100,522
506,601.49,50.5897762,-126.7624608,Double Bay,2023-08-09,Weekday,12:39,3,78,Humpback,Travel,no,0,Rec. Fishing,no,Idle,5,9,3,11,100,501.49
580,670.22,50.589656,-126.762354,Double Bay,2023-08-09,Weekday,12:39,3,78,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,6,9,3,11,100,570.22
644,742.4,50.5896105,-126.7625001,Double Bay,2023-08-09,Weekday,14:11,4,79,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,2,3,11,100,642.4
76,176.72,50.5897226,-126.7623897,Double Bay,2023-08-09,Weekday,14:17,4,79,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,5,5,3,11,100,76.72
291,387.8,50.5896843,-126.7624889,Double Bay,2023-08-09,Weekday,14:22,4,79,Humpback,Travel,no,0,Rec. Fishing,no,Idle,4,2,3,11,100,287.8
483,572.54,50.5896843,-126.7624889,Double Bay,2023-08-09,Weekday,14:22,4,79,Humpback,Travel,no,0,Rec. Fishing,no,Idle,3,5,3,11,100,472.54
491,582,50.5896843,-126.7624889,Double Bay,2023-08-09,Weekday,14:22,4,79,Humpback,Travel,no,0,Rec. Fishing,no,Idle,2,5,3,11,100,482
709,807.86,50.5897212,-126.7623542,Double Bay,2023-08-09,Weekday,15:40,5,80,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,4,1,11,100,707.86
128,234.85,50.5896645,-126.7623816,Double Bay,2023-08-09,Weekday,15:49,5,80,Humpback,Travel,no,0,Rec. Fishing,no,Idle,3,7,1,11,100,134.85
790,922.26,50.5896889,-126.7624449,Double Bay,2023-08-10,Weekday,12:21,1,81,Humpback,Travel,no,1,Rec. Fishing,no,Slow/Med.,1,2,1,37,100,822.26
762,889.42,50.5896602,-126.7625191,Double Bay,2023-08-10,Weekday,12:43,1,81,Humpback,Resting,no,1,Rec. Fishing,no,Idle,2,4,1,37,100,789.42
704,806.43,50.5896602,-126.7625191,Double Bay,2023-08-10,Weekday,12:50,1,81,Humpback,Resting,no,1,Rec. Non-Fishing,no,Fast,7,2,1,37,100,706.43
313,413.79,50.5896602,-126.7625191,Double Bay,2023-08-10,Weekday,12:58,1,81,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,8,2,1,37,100,313.79
149,252.94,50.5896549,-126.762456,Double Bay,2023-08-10,Weekday,13:12,2,82,Humpback,Resting,no,1,Ecotour,no,Idle,1,6,2,13,100,152.94
736,853.81,50.5896645,-126.7624593,Double Bay,2023-08-10,Weekday,13:12,2,82,Humpback,Resting,no,1,Rec. Fishing,no,Idle,3,2,2,13,100,753.81
391,501.44,50.5896645,-126.7624593,Double Bay,2023-08-10,Weekday,13:19,2,82,Humpback,Resting,no,1,Rec. Fishing,no,Idle,2,13,2,13,100,401.44
642,740.85,50.5897022,-126.7625163,Double Bay,2023-08-10,Weekday,13:25,2,82,Humpback,Travel,no,1,Rec. Fishing,no,Fast,7,2,2,13,100,640.85
55,153.45,50.5897826,-126.7624531,Double Bay,2023-08-10,Weekday,14:31,3,84,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,1,10,2,10,100,53.45
286,382.94,50.5897826,-126.7624531,Double Bay,2023-08-10,Weekday,14:31,3,84,Humpback,Travel,no,1,Ecotour,no,Fast,2,10,2,10,100,282.94
296,394.66,50.5896912,-126.7624951,Double Bay,2023-08-10,Weekday,17:48,5,85,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,2,2,1,10,100,294.66
379,486.47,50.5897021,-126.762507,Double Bay,2023-08-10,Weekday,17:58,5,85,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,1,8,1,10,100,386.47
386,494.69,50.5896663,-126.7624159,Double Bay,2023-08-10,Weekday,18:28,6,86,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,1,2,1,2,100,394.69
688,795.08,50.5897033,-126.7624907,Double Bay,2023-08-12,Weekend,16:00,1,87,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Slow/Med.,4,19,2,52,100,695.08
18,72.48,50.5897621,-126.7622398,Double Bay,2023-08-12,Weekend,16:15,1,87,Humpback,Travel,no,1,Ecotour,yes,Idle,1,18,2,52,100,-27.52
123,228,50.5897033,-126.7624907,Double Bay,2023-08-12,Weekend,16:15,1,87,Humpback,Travel,no,1,Ecotour,yes,Idle,2,13,2,52,100,128
259,355.5,50.5897033,-126.7624907,Double Bay,2023-08-12,Weekend,16:15,1,87,Humpback,Travel,no,1,Ecotour,yes,Slow/Med.,3,4,2,52,100,255.5
88,186.66,50.5897033,-126.7624907,Double Bay,2023-08-12,Weekend,16:19,1,87,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Slow/Med.,4,19,2,52,100,86.66
530,620.03,50.5895693,-126.7626464,Double Bay,2023-08-12,Weekend,16:52,1,87,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Slow/Med.,6,2,2,52,100,520.03
41,133.04,50.5896466,-126.7623824,Double Bay,2023-08-12,Weekend,17:16,2,88,Humpback,Travel,no,0,Rec. Non-Fishing,yes,Slow/Med.,1,5,2,5,100,33.04
504,601.14,50.5896466,-126.7623824,Double Bay,2023-08-12,Weekend,17:16,2,88,Humpback,Travel,no,0,Rec. Non-Fishing,yes,Slow/Med.,2,5,2,5,100,501.14
348,451.86,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,14:26,1,89,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,0,2,4,8,100,351.86
240,343.22,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,14:34,1,89,Humpback,Travel,no,0,Rec. Fishing,no,Slow/Med.,3,2,4,8,100,243.22
277,373.24,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,14:34,1,89,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,2,2,4,8,100,273.24
431,523.85,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,14:34,1,89,Humpback,Travel,no,0,Rec. Non-Fishing,no,Fast,1,2,4,8,100,423.85
696,800.94,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,14:34,1,89,Humpback,Travel,no,0,Rec. Fishing,no,Idle,4,2,4,8,100,700.94
425,521.21,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,15:15,2,90,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,2,2,2,100,421.21
46,143.8,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,15:51,3,91,Humpback,Travel,no,0,Rec. Fishing,yes,Idle,1,4,2,4,100,43.8
306,408.05,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,15:51,3,91,Humpback,Travel,no,0,Rec. Fishing,yes,Idle,2,4,2,4,100,308.05
367,476.01,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,16:11,4,92,Humpback,Travel,no,1,Ecotour,no,Fast,1,2,3,4,100,376.01
488,579.24,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,16:11,4,92,Humpback,Travel,no,1,Rec. Non-Fishing,no,Fast,2,2,3,4,100,479.24
539,629.77,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,16:11,4,92,Humpback,Travel,no,1,Rec. Fishing,no,Idle,3,4,3,4,100,529.77
338,442.67,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,16:15,4,92,Humpback,Travel,no,1,Rec. Non-Fishing,no,Fast,4,2,3,4,100,342.67
835,971.36,50.5896904,-126.7624499,Double Bay,2023-08-13,Weekend,16:15,4,92,Humpback,Travel,no,1,Rec. Non-Fishing,no,Fast,5,2,3,4,100,871.36
430,523.04,50.5896527,-126.7624288,Double Bay,2023-08-13,Weekend,16:49,5,93,Humpback,Surface Activity,no,0,Rec. Fishing,no,Idle,2,2,2,2,100,423.04
712,811.71,50.5896527,-126.7624288,Double Bay,2023-08-13,Weekend,16:49,5,93,Humpback,Surface Activity,no,0,Rec. Fishing,no,Fast,1,2,2,2,100,711.71
619,716.21,50.6258002,-126.8238544,Donegal Head,2023-08-18,Weekday,8:26,1,94,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,1,2,2,2,100,616.21
722,829.92,50.6253852,-126.8247801,Donegal Head,2023-08-18,Weekday,8:26,1,94,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,2,2,2,2,100,729.92
550,641.86,50.6253852,-126.8247801,Donegal Head,2023-08-18,Weekday,9:30,2,95,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,2,2,2,2,100,541.86
631,727.1,50.6253852,-126.8247801,Donegal Head,2023-08-18,Weekday,9:30,2,95,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,1,2,2,2,100,627.1
392,502.59,50.6255767,-126.8252024,Donegal Head,2023-08-18,Weekday,11:14,5,96,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,1,2,1,11,100,402.59
144,250.21,50.6255767,-126.8252024,Donegal Head,2023-08-18,Weekday,11:25,5,96,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,2,2,1,11,100,150.21
836,971.49,50.6256281,-126.8251589,Donegal Head,2023-08-18,Weekday,14:12,8,97,Humpback,Travel,no,0,Rec. Fishing,no,Fast,1,2,1,30,100,871.49
806,935.12,50.6254574,-126.8248947,Donegal Head,2023-08-18,Weekday,14:42,8,97,Humpback,Travel,no,0,Rec. Fishing,no,Idle,5,2,1,30,100,835.12
205,303.03,50.6255602,-126.8247855,Donegal Head,2023-08-19,Weekend,8:13,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,1,2,3,44,100,203.03
288,383.45,50.6254546,-126.824871,Donegal Head,2023-08-19,Weekend,8:13,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,2,2,3,44,100,283.45
362,465.53,50.6254546,-126.824871,Donegal Head,2023-08-19,Weekend,8:13,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,3,2,3,44,100,365.53
185,281,50.6254842,-126.824885,Donegal Head,2023-08-19,Weekend,8:20,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,4,33,3,44,100,181
428,521.77,50.6254808,-126.8248381,Donegal Head,2023-08-19,Weekend,8:20,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,6,2,3,44,100,421.77
708,807.45,50.6256035,-126.8248159,Donegal Head,2023-08-19,Weekend,8:20,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,5,2,3,44,100,707.45
66,160.2,50.6254244,-126.824862,Donegal Head,2023-08-19,Weekend,8:33,1,98,Humpback,Foraging,no,0,Commercial,no,Slow/Med.,10,2,3,44,100,60.2
378,485.41,50.6254244,-126.824862,Donegal Head,2023-08-19,Weekend,8:33,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,9,2,3,44,100,385.41
588,678.02,50.6254801,-126.8248581,Donegal Head,2023-08-19,Weekend,8:33,1,98,Humpback,Foraging,no,0,Rec. Non-Fishing,no,Fast,12,2,3,44,100,578.02
616,711.92,50.6254541,-126.8249125,Donegal Head,2023-08-19,Weekend,8:33,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,7,2,3,44,100,611.92
757,883.45,50.6255056,-126.8248616,Donegal Head,2023-08-19,Weekend,8:33,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,8,6,3,44,100,783.45
236,337.89,50.6254305,-126.8247791,Donegal Head,2023-08-19,Weekend,8:39,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,13,7,3,44,100,237.89
237,337.89,50.6252009,-126.8247995,Donegal Head,2023-08-19,Weekend,8:39,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,4,7,3,44,100,237.89
419,516.42,50.6254319,-126.8247779,Donegal Head,2023-08-19,Weekend,8:39,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,14,2,3,44,100,416.42
318,418.79,50.6254319,-126.8247779,Donegal Head,2023-08-19,Weekend,8:46,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,15,11,3,44,100,318.79
418,516.32,50.6254319,-126.8247779,Donegal Head,2023-08-19,Weekend,8:57,1,98,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,16,4,3,44,100,416.32
407,511.2,50.6252673,-126.8250154,Donegal Head,2023-08-19,Weekend,9:20,2,99,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,1,4,2,3,100,411.2
536,625.7,50.6253639,-126.8247285,Donegal Head,2023-08-19,Weekend,9:20,2,99,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,2,4,2,3,100,525.7
47,144.49,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Rec. Fishing,no,Idle,3,2,10,2,100,44.49
84,183.22,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Rec. Fishing,no,Slow/Med.,2,2,10,2,100,83.22
100,205.61,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Rec. Fishing,no,Slow/Med.,5,2,10,2,100,105.61
155,257.95,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Rec. Non-Fishing,no,Idle,6,2,10,2,100,157.95
238,339.39,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Rec. Fishing,no,Idle,1,2,10,2,100,239.39
366,474.68,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Rec. Fishing,no,Idle,9,2,10,2,100,374.68
434,532.13,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Rec. Fishing,no,Idle,8,2,10,2,100,432.13
472,563.36,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Rec. Fishing,no,Fast,10,2,10,2,100,463.36
664,767.18,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,4,2,10,2,100,667.18
666,768.19,50.6253997,-126.8247716,Donegal Head,2023-08-19,Weekend,9:44,3,100,Humpback,Travel,no,1,Rec. Fishing,no,Fast,7,2,10,2,100,668.19
136,244.91,50.6253976,-126.8252544,Donegal Head,2023-08-19,Weekend,10:18,4,101,Humpback,Travel,no,0,Rec. Fishing,no,Fast,1,2,1,2,100,144.91
273,367.66,50.6253647,-126.8248777,Donegal Head,2023-08-19,Weekend,10:57,5,102,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,5,4,5,100,267.66
299,401.2,50.6253587,-126.8250029,Donegal Head,2023-08-19,Weekend,10:57,5,102,Humpback,Travel,no,0,Rec. Fishing,no,Slow/Med.,3,2,4,5,100,301.2
